Augmented Image No.,Image no.,Date,Time ,DATE & TIME,Place,NowCastConc. Unit,PM2.5,AQI Category,Raw Conc.,Conc. Unit,Remarks
119_augmented_985.jpg,119,31.12.2024,1:12 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
11_augmented_1575.jpg,11,8.12.2024,12:03 PM,,Mohammadpur,15.4,170, Unhealthy,93,UG/M3,
11_augmented_1674.jpg,11,8.12.2024,12:03 PM,,Mohammadpur,15.4,170, Unhealthy,93,UG/M3,
120_augmented_1162.jpg,120,31.12.2024,1:13 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
120_augmented_198.jpg,120,31.12.2024,1:13 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
120_augmented_375.jpg,120,31.12.2024,1:13 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
120_augmented_431.jpg,120,31.12.2024,1:13 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
120_augmented_607.jpg,120,31.12.2024,1:13 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
121_augmented_1237.jpg,121,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
121_augmented_1655.jpg,121,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
121_augmented_1788.jpg,121,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
121_augmented_1827.jpg,121,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
121_augmented_1964.jpg,121,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
121_augmented_421.jpg,121,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
122_augmented_1265.jpg,122,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
122_augmented_1372.jpg,122,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
122_augmented_386.jpg,122,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
122_augmented_531.jpg,122,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
122_augmented_659.jpg,122,31.12.2024,1:15 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
123_augmented_1077.jpg,123,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
123_augmented_1290.jpg,123,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
123_augmented_1480.jpg,123,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
123_augmented_1590.jpg,123,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
123_augmented_1810.jpg,123,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
123_augmented_224.jpg,123,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
123_augmented_373.jpg,123,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
123_augmented_7.jpg,123,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
124_augmented_1207.jpg,124,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
124_augmented_1351.jpg,124,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
124_augmented_884.jpg,124,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
125_augmented_1215.jpg,125,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
125_augmented_1603.jpg,125,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
125_augmented_580.jpg,125,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_1292.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_140.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_1591.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_1784.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_1817.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_2088.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_214.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_385.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
126_augmented_990.jpg,126,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
127_augmented_23.jpg,127,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
127_augmented_714.jpg,127,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
127_augmented_928.jpg,127,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
128_augmented_1052.jpg,128,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
128_augmented_1445.jpg,128,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
128_augmented_1961.jpg,128,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
128_augmented_904.jpg,128,31.12.2024,1:16 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
129_augmented_1242.jpg,129,31.12.2024,1:17 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
129_augmented_133.jpg,129,31.12.2024,1:17 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
129_augmented_61.jpg,129,31.12.2024,1:17 PM,,"Dohar, Nobabganj",180,139,Unhealthy for Sensitive groups,50.9,UG/M3,
12_augmented_301.jpg,12,8.12.2024,12:04 PM,,Mohammadpur,15.4,170, Unhealthy,93,UG/M3,
12_augmented_740.jpg,12,8.12.2024,12:04 PM,,Mohammadpur,15.4,170, Unhealthy,93,UG/M3,
130_augmented_1047.jpg,130,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
130_augmented_1534.jpg,130,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
130_augmented_1627.jpg,130,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
130_augmented_181.jpg,130,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
130_augmented_545.jpg,130,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
130_augmented_697.jpg,130,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
130_augmented_824.jpg,130,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
131_augmented_1204.jpg,131,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
131_augmented_1291.jpg,131,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
131_augmented_1762.jpg,131,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
131_augmented_271.jpg,131,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
132_augmented_1080.jpg,132,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
132_augmented_1283.jpg,132,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
132_augmented_1974.jpg,132,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
132_augmented_2157.jpg,132,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
132_augmented_311.jpg,132,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
132_augmented_402.jpg,132,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
132_augmented_548.jpg,132,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
132_augmented_822.jpg,132,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
133_augmented_1083.jpg,133,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
133_augmented_1229.jpg,133,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
133_augmented_1926.jpg,133,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
133_augmented_2190.jpg,133,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
133_augmented_2191.jpg,133,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
133_augmented_542.jpg,133,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
133_augmented_74.jpg,133,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
133_augmented_940.jpg,133,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
134_augmented_1074.jpg,134,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
134_augmented_1451.jpg,134,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
134_augmented_1710.jpg,134,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
134_augmented_719.jpg,134,31.12.2024,1:17 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
135_augmented_1357.jpg,135,31.12.2024,1:18 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
135_augmented_1602.jpg,135,31.12.2024,1:18 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
135_augmented_1804.jpg,135,31.12.2024,1:18 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
136_augmented_1061.jpg,136,31.12.2024,1:18 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
136_augmented_1631.jpg,136,31.12.2024,1:18 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
136_augmented_1651.jpg,136,31.12.2024,1:18 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
136_augmented_2123.jpg,136,31.12.2024,1:18 PM,,Moinot Ghat,35,126,Unhealthy for Sensitive groups,50.9,UG/M3,
